message,label
Saya ingin membuat booth dengan desain minimalis. Saya ingin mengetahui detail layanan. (Perum Mahendra),0
Berapa estimasi harga untuk backdrop ukuran besar? Saya ingin mengetahui detail layanan.,0
Boleh minta penawaran harga untuk produksi booth? Saya ingin mengetahui detail layanan.,0
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Mohon bantuan untuk konsultasi desain.,0
Tim kalian sangat tidak kompeten. Admin tidak berguna sama sekali. (Perum Nasyiah Sitorus Tbk),1
Parah banget hasil produksinya. Saya kecewa berat dengan layanan ini.,1
"Bangsat, masa revisi lama banget. Buruk sekali pelayanannya. (PD Wibowo Tbk)",1
Mohon informasi paket production yang tersedia. Mohon bantuan untuk konsultasi desain.,0
Terima kasih atas respon cepat dari tim. Tolong kirimkan katalog production terbaru. (PT Narpati Halimah (Persero) Tbk),0
Respon admin buruk sekali. Kalian tidak becus kerja. (CV Nababan Thamrin Tbk),1
Pelayanan sangat mengecewakan dan parah. Hasil kerja kalian jelek banget. (CV Winarno),1
Kalian bikin acara kacau total. Saya kecewa berat dengan layanan ini.,1
Berapa estimasi harga untuk backdrop ukuran besar? Mohon bantuan untuk konsultasi desain.,0
Apakah bisa produksi signage dalam jumlah banyak? Saya tertarik dengan portofolio perusahaan. (Perum Siregar Tbk),0
Tim kalian sangat tidak kompeten. Admin tidak berguna sama sekali. (CV Suwarno (Persero) Tbk),1
Saya tertarik menggunakan jasa production untuk acara kampus. Saya ingin mengetahui detail layanan.,0
Apakah bisa produksi signage dalam jumlah banyak? Saya ingin mengetahui detail layanan. (UD Mahendra Handayani (Persero) Tbk),0
"Dasar goblok, balas chat lama. Buruk sekali pelayanannya.",1
Pelayanan kalian jelek dan lambat. Hasil kerja kalian jelek banget. (PD Widiastuti),1
Admin tolol dan tidak membantu. Buruk sekali pelayanannya.,1
Boleh minta penawaran harga untuk produksi booth? Saya ingin mengetahui detail layanan. (Perum Samosir Suryono),0
"Dasar goblok, balas chat lama. Buruk sekali pelayanannya.",1
Apakah ada promo untuk event akhir tahun? Saya tertarik dengan portofolio perusahaan.,0
Boleh minta penawaran harga untuk produksi booth? Tolong kirimkan katalog production terbaru.,0
Saya ingin menjadwalkan meeting dengan tim production. Saya tertarik dengan portofolio perusahaan. (PT Iswahyudi),0
Website kalian sangat membantu untuk referensi event. Tolong kirimkan katalog production terbaru. (UD Rajasa Nashiruddin Tbk),0
Berapa estimasi harga untuk backdrop ukuran besar? Saya tertarik dengan portofolio perusahaan. (CV Usada),0
Apakah tersedia layanan instalasi outdoor? Saya ingin mengetahui detail layanan.,0
Website kalian sangat membantu untuk referensi event. Mohon bantuan untuk konsultasi desain.,0
Boleh minta penawaran harga untuk produksi booth? Saya ingin mengetahui detail layanan. (UD Puspita Nababan),0
Website kalian sangat membantu untuk referensi event. Saya tertarik dengan portofolio perusahaan.,0
Sistem kalian bikin emosi. Kalian tidak becus kerja. (Perum Hidayat (Persero) Tbk),1
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Tolong kirimkan katalog production terbaru. (CV Mustofa Tbk),0
Goblok banget cara kerja kalian. Buruk sekali pelayanannya.,1
Apakah ada promo untuk event akhir tahun? Saya tertarik dengan portofolio perusahaan.,0
Kalian bikin acara kacau total. Hasil kerja kalian jelek banget. (PD Wibowo Pradana (Persero) Tbk),1
Apakah bisa produksi signage dalam jumlah banyak? Saya tertarik dengan portofolio perusahaan. (PT Samosir),0
"Halo admin, saya ingin bertanya mengenai layanan event. Tolong kirimkan katalog production terbaru.",0
Tim kalian tidak profesional sama sekali. Kalian tidak becus kerja.,1
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Saya ingin mengetahui detail layanan.,0
Apakah bisa request desain booth custom untuk pameran? Tolong kirimkan katalog production terbaru. (UD Uwais Maryadi),0
Apakah ada promo untuk event akhir tahun? Mohon bantuan untuk konsultasi desain. (CV Widodo Tbk),0
Parah banget hasil produksinya. Admin tidak berguna sama sekali. (Perum Fujiati (Persero) Tbk),1
Layanan paling buruk yang pernah saya lihat. Buruk sekali pelayanannya.,1
Apakah tersedia layanan instalasi outdoor? Mohon bantuan untuk konsultasi desain.,0
"Bangsat, masa revisi lama banget. Kalian tidak becus kerja. (UD Tampubolon)",1
Apakah bisa produksi signage dalam jumlah banyak? Saya tertarik dengan portofolio perusahaan.,0
Saya ingin menjadwalkan meeting dengan tim production. Saya ingin mengetahui detail layanan.,0
Pelayanan kalian jelek dan lambat. Saya kecewa berat dengan layanan ini.,1
Tim kalian sangat profesional dan responsif. Mohon bantuan untuk konsultasi desain.,0
Saya tertarik menggunakan jasa production untuk acara kampus. Saya ingin mengetahui detail layanan.,0
Apakah ada promo untuk event akhir tahun? Apakah tersedia paket untuk event kecil?,0
Website kalian sangat membantu untuk referensi event. Mohon bantuan untuk konsultasi desain.,0
Berapa estimasi harga untuk backdrop ukuran besar? Tolong kirimkan katalog production terbaru. (PT Wahyuni Prabowo Tbk),0
Sistem kalian bikin emosi. Hasil kerja kalian jelek banget.,1
Sistem kalian bikin emosi. Hasil kerja kalian jelek banget. (PT Utami),1
Respon admin buruk sekali. Buruk sekali pelayanannya. (PD Tamba Winarsih),1
Goblok banget cara kerja kalian. Saya kecewa berat dengan layanan ini. (Perum Winarno (Persero) Tbk),1
Parah banget hasil produksinya. Buruk sekali pelayanannya. (UD Anggraini Tamba Tbk),1
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Tolong kirimkan katalog production terbaru.,0
Kalian bikin acara kacau total. Saya kecewa berat dengan layanan ini.,1
Tim kalian sangat tidak kompeten. Saya kecewa berat dengan layanan ini. (CV Nugroho),1
Admin kalian bodoh banget. Buruk sekali pelayanannya.,1
Pelayanan kalian jelek dan lambat. Saya kecewa berat dengan layanan ini.,1
Berapa estimasi harga untuk backdrop ukuran besar? Saya tertarik dengan portofolio perusahaan.,0
Terima kasih atas respon cepat dari tim. Tolong kirimkan katalog production terbaru.,0
Berapa estimasi harga untuk backdrop ukuran besar? Apakah tersedia paket untuk event kecil? (CV Hardiansyah Tbk),0
Website ini sampah dan tidak berguna. Kalian tidak becus kerja. (CV Haryanto),1
Website ini sampah dan tidak berguna. Buruk sekali pelayanannya. (CV Dabukke Wahyuni),1
Respon admin buruk sekali. Kalian tidak becus kerja.,1
Berapa estimasi harga untuk backdrop ukuran besar? Tolong kirimkan katalog production terbaru. (PT Pudjiastuti Suwarno (Persero) Tbk),0
"Halo admin, saya ingin bertanya mengenai layanan event. Mohon bantuan untuk konsultasi desain. (PD Maryati Nasyidah (Persero) Tbk)",0
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Tolong kirimkan katalog production terbaru.,0
Pelayanan sangat mengecewakan dan parah. Admin tidak berguna sama sekali. (Perum Aryani),1
Pelayanan kalian jelek dan lambat. Kalian tidak becus kerja. (UD Maheswara Pranowo Tbk),1
Parah banget hasil produksinya. Hasil kerja kalian jelek banget. (Perum Saptono Narpati),1
Pelayanan sangat mengecewakan dan parah. Hasil kerja kalian jelek banget. (PD Rajata Habibi),1
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Tolong kirimkan katalog production terbaru.,0
Website kalian sangat membantu untuk referensi event. Mohon bantuan untuk konsultasi desain.,0
Apakah tersedia layanan instalasi outdoor? Apakah tersedia paket untuk event kecil?,0
Saya ingin menjadwalkan meeting dengan tim production. Saya ingin mengetahui detail layanan.,0
Saya ingin membuat booth dengan desain minimalis. Mohon bantuan untuk konsultasi desain. (UD Ramadan Mahendra),0
Sistem kalian bikin emosi. Hasil kerja kalian jelek banget. (UD Marpaung),1
Saya tertarik menggunakan jasa production untuk acara kampus. Mohon bantuan untuk konsultasi desain. (CV Nuraini Nurdiyanti (Persero) Tbk),0
Respon admin buruk sekali. Kalian tidak becus kerja. (CV Susanti Zulkarnain),1
Apakah ada promo untuk event akhir tahun? Saya tertarik dengan portofolio perusahaan. (UD Setiawan),0
Apakah ada promo untuk event akhir tahun? Apakah tersedia paket untuk event kecil?,0
Apakah bisa produksi signage dalam jumlah banyak? Tolong kirimkan katalog production terbaru. (PT Iswahyudi Maulana),0
Apakah bisa request desain booth custom untuk pameran? Tolong kirimkan katalog production terbaru.,0
Sistem kalian bikin emosi. Saya kecewa berat dengan layanan ini.,1
Sistem kalian bikin emosi. Buruk sekali pelayanannya.,1
Tim kalian tidak profesional sama sekali. Buruk sekali pelayanannya.,1
Boleh minta penawaran harga untuk produksi booth? Tolong kirimkan katalog production terbaru.,0
Pelayanan kalian jelek dan lambat. Buruk sekali pelayanannya.,1
Apakah tersedia layanan instalasi outdoor? Saya ingin mengetahui detail layanan. (PT Purnawati Tbk),0
Pelayanan sangat mengecewakan dan parah. Kalian tidak becus kerja.,1
Boleh minta penawaran harga untuk produksi booth? Saya ingin mengetahui detail layanan.,0
Tim kalian sangat tidak kompeten. Admin tidak berguna sama sekali.,1
Apakah ada promo untuk event akhir tahun? Mohon bantuan untuk konsultasi desain.,0
Admin tolol dan tidak membantu. Saya kecewa berat dengan layanan ini.,1
Terima kasih atas respon cepat dari tim. Mohon bantuan untuk konsultasi desain. (CV Yuniar),0
Tim kalian sangat tidak kompeten. Hasil kerja kalian jelek banget. (Perum Hutasoit Natsir),1
Saya ingin membuat booth dengan desain minimalis. Saya tertarik dengan portofolio perusahaan.,0
Admin kalian bodoh banget. Hasil kerja kalian jelek banget. (CV Hardiansyah Halimah),1
Sistem kalian bikin emosi. Hasil kerja kalian jelek banget.,1
Website kalian sangat membantu untuk referensi event. Tolong kirimkan katalog production terbaru.,0
"Bangsat, masa revisi lama banget. Saya kecewa berat dengan layanan ini. (CV Sihombing)",1
Admin kalian bodoh banget. Hasil kerja kalian jelek banget.,1
Tim kalian sangat tidak kompeten. Buruk sekali pelayanannya. (PT Pradipta),1
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Saya tertarik dengan portofolio perusahaan. (Perum Padmasari Hidayanto (Persero) Tbk),0
Apakah tersedia layanan instalasi outdoor? Saya ingin mengetahui detail layanan. (PD Palastri Waskita Tbk),0
Pelayanan sangat mengecewakan dan parah. Saya kecewa berat dengan layanan ini. (CV Halimah Prasasta),1
Admin tolol dan tidak membantu. Saya kecewa berat dengan layanan ini.,1
"Bangsat, masa revisi lama banget. Hasil kerja kalian jelek banget.",1
Apakah bisa produksi signage dalam jumlah banyak? Tolong kirimkan katalog production terbaru.,0
Boleh minta penawaran harga untuk produksi booth? Saya tertarik dengan portofolio perusahaan.,0
Sistem kalian bikin emosi. Admin tidak berguna sama sekali.,1
Apakah tersedia layanan instalasi outdoor? Mohon bantuan untuk konsultasi desain. (CV Ramadan Tbk),0
Saya ingin membuat booth dengan desain minimalis. Apakah tersedia paket untuk event kecil?,0
"Halo admin, saya ingin bertanya mengenai layanan event. Tolong kirimkan katalog production terbaru.",0
Goblok banget cara kerja kalian. Kalian tidak becus kerja. (CV Purnawati Tbk),1
Parah banget hasil produksinya. Buruk sekali pelayanannya. (UD Purnawati),1
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Saya tertarik dengan portofolio perusahaan.,0
Admin kalian bodoh banget. Buruk sekali pelayanannya. (PT Zulaika Sihombing (Persero) Tbk),1
"Halo admin, saya ingin bertanya mengenai layanan event. Tolong kirimkan katalog production terbaru. (PD Wibowo)",0
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Tolong kirimkan katalog production terbaru. (Perum Handayani),0
"Dasar goblok, balas chat lama. Kalian tidak becus kerja. (PD Hutasoit Winarsih Tbk)",1
Apakah ada promo untuk event akhir tahun? Saya tertarik dengan portofolio perusahaan. (Perum Zulaika),0
Saya ingin menjadwalkan meeting dengan tim production. Tolong kirimkan katalog production terbaru.,0
Website ini sampah dan tidak berguna. Hasil kerja kalian jelek banget. (PT Astuti (Persero) Tbk),1
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Apakah tersedia paket untuk event kecil? (PT Situmorang Setiawan (Persero) Tbk),0
Tim kalian sangat profesional dan responsif. Saya ingin mengetahui detail layanan. (PT Wastuti Situmorang (Persero) Tbk),0
Kalian bikin acara kacau total. Saya kecewa berat dengan layanan ini.,1
Terima kasih atas respon cepat dari tim. Apakah tersedia paket untuk event kecil?,0
Respon admin buruk sekali. Saya kecewa berat dengan layanan ini.,1
Website ini sampah dan tidak berguna. Saya kecewa berat dengan layanan ini. (PT Anggriawan Pangestu Tbk),1
Terima kasih atas respon cepat dari tim. Tolong kirimkan katalog production terbaru. (PD Rahimah),0
Mohon informasi paket production yang tersedia. Saya tertarik dengan portofolio perusahaan. (Perum Wastuti),0
Pelayanan sangat mengecewakan dan parah. Saya kecewa berat dengan layanan ini.,1
Apakah ada promo untuk event akhir tahun? Apakah tersedia paket untuk event kecil?,0
Saya ingin menjadwalkan meeting dengan tim production. Saya ingin mengetahui detail layanan. (CV Purwanti Saefullah (Persero) Tbk),0
Tim kalian tidak profesional sama sekali. Hasil kerja kalian jelek banget. (UD Yuniar Kuswoyo),1
Saya ingin menjadwalkan meeting dengan tim production. Saya tertarik dengan portofolio perusahaan.,0
"Halo admin, saya ingin bertanya mengenai layanan event. Saya ingin mengetahui detail layanan. (UD Halimah)",0
Parah banget hasil produksinya. Admin tidak berguna sama sekali.,1
Apakah tersedia layanan instalasi outdoor? Apakah tersedia paket untuk event kecil?,0
Website ini sampah dan tidak berguna. Buruk sekali pelayanannya.,1
Goblok banget cara kerja kalian. Admin tidak berguna sama sekali.,1
Tim kalian sangat tidak kompeten. Kalian tidak becus kerja.,1
Apakah ada promo untuk event akhir tahun? Apakah tersedia paket untuk event kecil? (Perum Novitasari Wulandari),0
Mohon informasi paket production yang tersedia. Tolong kirimkan katalog production terbaru. (Perum Prasetyo (Persero) Tbk),0
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Saya ingin mengetahui detail layanan.,0
Apakah tersedia layanan instalasi outdoor? Tolong kirimkan katalog production terbaru. (Perum Nainggolan (Persero) Tbk),0
Pelayanan sangat mengecewakan dan parah. Kalian tidak becus kerja. (Perum Widodo Yolanda (Persero) Tbk),1
Layanan paling buruk yang pernah saya lihat. Saya kecewa berat dengan layanan ini. (CV Permata),1
"Halo admin, saya ingin bertanya mengenai layanan event. Saya ingin mengetahui detail layanan. (UD Pradana (Persero) Tbk)",0
Kalian bikin acara kacau total. Buruk sekali pelayanannya.,1
Saya ingin menjadwalkan meeting dengan tim production. Apakah tersedia paket untuk event kecil?,0
Saya ingin membuat booth dengan desain minimalis. Saya ingin mengetahui detail layanan.,0
Apakah bisa request desain booth custom untuk pameran? Apakah tersedia paket untuk event kecil?,0
Apakah bisa request desain booth custom untuk pameran? Saya tertarik dengan portofolio perusahaan. (PT Palastri (Persero) Tbk),0
Layanan paling buruk yang pernah saya lihat. Admin tidak berguna sama sekali.,1
Apakah tersedia layanan instalasi outdoor? Apakah tersedia paket untuk event kecil? (UD Utama Santoso Tbk),0
Website ini sampah dan tidak berguna. Hasil kerja kalian jelek banget. (UD Hariyah Yulianti),1
"Bangsat, masa revisi lama banget. Kalian tidak becus kerja.",1
Goblok banget cara kerja kalian. Saya kecewa berat dengan layanan ini. (Perum Gunawan Suryono Tbk),1
Mohon informasi paket production yang tersedia. Saya ingin mengetahui detail layanan. (PT Purnawati Utama),0
Tim kalian sangat profesional dan responsif. Saya ingin mengetahui detail layanan.,0
Saya ingin menjadwalkan meeting dengan tim production. Saya tertarik dengan portofolio perusahaan.,0
Website ini sampah dan tidak berguna. Saya kecewa berat dengan layanan ini. (UD Anggraini (Persero) Tbk),1
Saya tertarik menggunakan jasa production untuk acara kampus. Saya tertarik dengan portofolio perusahaan. (UD Dabukke),0
Saya ingin menjadwalkan meeting dengan tim production. Apakah tersedia paket untuk event kecil?,0
Goblok banget cara kerja kalian. Kalian tidak becus kerja.,1
Tim kalian tidak profesional sama sekali. Admin tidak berguna sama sekali.,1
Apakah bisa produksi signage dalam jumlah banyak? Saya ingin mengetahui detail layanan.,0
Saya tertarik menggunakan jasa production untuk acara kampus. Saya tertarik dengan portofolio perusahaan. (CV Narpati Saefullah (Persero) Tbk),0
Parah banget hasil produksinya. Saya kecewa berat dengan layanan ini. (UD Usada Marbun Tbk),1
Apakah tersedia layanan instalasi outdoor? Saya tertarik dengan portofolio perusahaan.,0
Pelayanan kalian jelek dan lambat. Kalian tidak becus kerja.,1
Apakah ada promo untuk event akhir tahun? Apakah tersedia paket untuk event kecil?,0
Tim kalian sangat profesional dan responsif. Saya tertarik dengan portofolio perusahaan.,0
Parah banget hasil produksinya. Kalian tidak becus kerja.,1
Sistem kalian bikin emosi. Buruk sekali pelayanannya.,1
Boleh minta penawaran harga untuk produksi booth? Tolong kirimkan katalog production terbaru. (PD Rahmawati Najmudin),0
Pelayanan sangat mengecewakan dan parah. Kalian tidak becus kerja. (PT Prastuti),1
Boleh minta penawaran harga untuk produksi booth? Apakah tersedia paket untuk event kecil?,0
Apakah tersedia layanan instalasi outdoor? Mohon bantuan untuk konsultasi desain. (Perum Laksita Wastuti (Persero) Tbk),0
"Dasar goblok, balas chat lama. Admin tidak berguna sama sekali.",1
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Saya tertarik dengan portofolio perusahaan.,0
Goblok banget cara kerja kalian. Admin tidak berguna sama sekali.,1
Respon admin buruk sekali. Kalian tidak becus kerja. (UD Pratiwi Haryanto),1
Website kalian sangat membantu untuk referensi event. Saya tertarik dengan portofolio perusahaan. (PD Hassanah Yulianti (Persero) Tbk),0
Mohon informasi paket production yang tersedia. Saya tertarik dengan portofolio perusahaan.,0
Sistem kalian bikin emosi. Kalian tidak becus kerja. (CV Siregar Tbk),1
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Mohon bantuan untuk konsultasi desain.,0
Apakah tersedia layanan instalasi outdoor? Apakah tersedia paket untuk event kecil?,0
Sistem kalian bikin emosi. Buruk sekali pelayanannya.,1
Mohon informasi paket production yang tersedia. Saya tertarik dengan portofolio perusahaan.,0
Website ini sampah dan tidak berguna. Saya kecewa berat dengan layanan ini. (UD Prakasa),1
Tim kalian sangat tidak kompeten. Kalian tidak becus kerja.,1
Saya ingin membuat booth dengan desain minimalis. Saya tertarik dengan portofolio perusahaan. (PT Natsir),0
Tim kalian sangat tidak kompeten. Saya kecewa berat dengan layanan ini. (Perum Mangunsong Hardiansyah Tbk),1
"Bangsat, masa revisi lama banget. Hasil kerja kalian jelek banget.",1
Website kalian sangat membantu untuk referensi event. Tolong kirimkan katalog production terbaru.,0
Saya ingin menjadwalkan meeting dengan tim production. Saya tertarik dengan portofolio perusahaan.,0
Apakah ada promo untuk event akhir tahun? Saya tertarik dengan portofolio perusahaan.,0
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Tolong kirimkan katalog production terbaru. (PT Mandala),0
"Bangsat, masa revisi lama banget. Buruk sekali pelayanannya. (UD Prakasa Maryati)",1
Apakah bisa request desain booth custom untuk pameran? Tolong kirimkan katalog production terbaru.,0
Kalian bikin acara kacau total. Admin tidak berguna sama sekali. (CV Suryatmi Puspasari),1
Kalian bikin acara kacau total. Buruk sekali pelayanannya. (PT Januar Prakasa),1
Tim kalian sangat profesional dan responsif. Mohon bantuan untuk konsultasi desain.,0
Layanan paling buruk yang pernah saya lihat. Admin tidak berguna sama sekali.,1
Layanan paling buruk yang pernah saya lihat. Admin tidak berguna sama sekali.,1
Mohon informasi paket production yang tersedia. Saya ingin mengetahui detail layanan. (PD Wasita Tbk),0
Berapa estimasi harga untuk backdrop ukuran besar? Tolong kirimkan katalog production terbaru. (PD Puspita Tbk),0
Kalian bikin acara kacau total. Kalian tidak becus kerja.,1
Berapa estimasi harga untuk backdrop ukuran besar? Saya tertarik dengan portofolio perusahaan.,0
Tim kalian sangat profesional dan responsif. Saya ingin mengetahui detail layanan. (UD Simanjuntak),0
Saya tertarik menggunakan jasa production untuk acara kampus. Tolong kirimkan katalog production terbaru. (Perum Siregar Adriansyah (Persero) Tbk),0
Apakah ada promo untuk event akhir tahun? Mohon bantuan untuk konsultasi desain. (CV Wahyuni Aryani),0
Terima kasih atas respon cepat dari tim. Mohon bantuan untuk konsultasi desain. (UD Simanjuntak Lazuardi),0
"Bangsat, masa revisi lama banget. Buruk sekali pelayanannya. (PD Wasita)",1
Kalian bikin acara kacau total. Saya kecewa berat dengan layanan ini.,1
Apakah bisa request desain booth custom untuk pameran? Mohon bantuan untuk konsultasi desain. (UD Napitupulu Maulana),0
Website ini sampah dan tidak berguna. Hasil kerja kalian jelek banget.,1
Apakah ada promo untuk event akhir tahun? Saya ingin mengetahui detail layanan.,0
Website kalian sangat membantu untuk referensi event. Tolong kirimkan katalog production terbaru. (Perum Winarsih Mulyani Tbk),0
"Halo admin, saya ingin bertanya mengenai layanan event. Saya tertarik dengan portofolio perusahaan.",0
Saya ingin membuat booth dengan desain minimalis. Mohon bantuan untuk konsultasi desain. (Perum Hassanah Tbk),0
Saya ingin membuat booth dengan desain minimalis. Saya tertarik dengan portofolio perusahaan.,0
Saya tertarik menggunakan jasa production untuk acara kampus. Saya ingin mengetahui detail layanan.,0
Admin kalian bodoh banget. Admin tidak berguna sama sekali. (UD Prasetya (Persero) Tbk),1
"Bangsat, masa revisi lama banget. Kalian tidak becus kerja. (PD Hardiansyah Tbk)",1
Terima kasih atas respon cepat dari tim. Apakah tersedia paket untuk event kecil? (UD Mansur),0
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Apakah tersedia paket untuk event kecil? (Perum Wasita (Persero) Tbk),0
Tim kalian sangat profesional dan responsif. Saya ingin mengetahui detail layanan. (CV Anggraini),0
Respon admin buruk sekali. Hasil kerja kalian jelek banget.,1
Parah banget hasil produksinya. Saya kecewa berat dengan layanan ini. (CV Damanik Wasita (Persero) Tbk),1
Layanan paling buruk yang pernah saya lihat. Admin tidak berguna sama sekali. (PT Napitupulu Padmasari Tbk),1
Apakah bisa request desain booth custom untuk pameran? Apakah tersedia paket untuk event kecil?,0
Apakah bisa request desain booth custom untuk pameran? Tolong kirimkan katalog production terbaru. (UD Situmorang Kuswandari),0
Pelayanan sangat mengecewakan dan parah. Hasil kerja kalian jelek banget.,1
Goblok banget cara kerja kalian. Kalian tidak becus kerja. (PT Simanjuntak),1
Berapa estimasi harga untuk backdrop ukuran besar? Tolong kirimkan katalog production terbaru. (UD Nasyidah (Persero) Tbk),0
Admin tolol dan tidak membantu. Kalian tidak becus kerja.,1
Apakah tersedia layanan instalasi outdoor? Saya tertarik dengan portofolio perusahaan. (Perum Damanik Rahimah Tbk),0
Website ini sampah dan tidak berguna. Buruk sekali pelayanannya.,1
Pelayanan kalian jelek dan lambat. Hasil kerja kalian jelek banget. (Perum Habibi Fujiati (Persero) Tbk),1
"Dasar goblok, balas chat lama. Hasil kerja kalian jelek banget.",1
Respon admin buruk sekali. Buruk sekali pelayanannya. (PD Saefullah Suryono Tbk),1
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Mohon bantuan untuk konsultasi desain. (PT Ardianto Yulianti),0
Layanan paling buruk yang pernah saya lihat. Admin tidak berguna sama sekali. (UD Waluyo Mayasari),1
Berapa estimasi harga untuk backdrop ukuran besar? Apakah tersedia paket untuk event kecil?,0
Apakah bisa request desain booth custom untuk pameran? Mohon bantuan untuk konsultasi desain.,0
Saya ingin membuat booth dengan desain minimalis. Mohon bantuan untuk konsultasi desain. (PT Siregar (Persero) Tbk),0
Saya tertarik menggunakan jasa production untuk acara kampus. Saya tertarik dengan portofolio perusahaan.,0
Tim kalian sangat tidak kompeten. Admin tidak berguna sama sekali. (UD Namaga Tbk),1
Sistem kalian bikin emosi. Buruk sekali pelayanannya.,1
Pelayanan sangat mengecewakan dan parah. Admin tidak berguna sama sekali.,1
Terima kasih atas respon cepat dari tim. Apakah tersedia paket untuk event kecil?,0
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Mohon bantuan untuk konsultasi desain. (PD Oktaviani Ramadan Tbk),0
Admin kalian bodoh banget. Saya kecewa berat dengan layanan ini. (CV Nugroho Saefullah),1
Website ini sampah dan tidak berguna. Saya kecewa berat dengan layanan ini.,1
Saya ingin membuat booth dengan desain minimalis. Mohon bantuan untuk konsultasi desain.,0
Respon admin buruk sekali. Buruk sekali pelayanannya. (PT Hutasoit Hartati),1
Website kalian sangat membantu untuk referensi event. Saya tertarik dengan portofolio perusahaan.,0
Boleh minta penawaran harga untuk produksi booth? Apakah tersedia paket untuk event kecil?,0
Boleh minta penawaran harga untuk produksi booth? Apakah tersedia paket untuk event kecil? (PT Sihombing Tbk),0
Respon admin buruk sekali. Admin tidak berguna sama sekali. (CV Pratama Lazuardi),1
Parah banget hasil produksinya. Saya kecewa berat dengan layanan ini.,1
Boleh minta penawaran harga untuk produksi booth? Tolong kirimkan katalog production terbaru. (CV Hutasoit Tbk),0
Respon admin buruk sekali. Kalian tidak becus kerja.,1
Pelayanan kalian jelek dan lambat. Admin tidak berguna sama sekali.,1
"Dasar goblok, balas chat lama. Saya kecewa berat dengan layanan ini. (UD Sirait Habibi)",1
Sistem kalian bikin emosi. Saya kecewa berat dengan layanan ini.,1
Tim kalian sangat profesional dan responsif. Saya tertarik dengan portofolio perusahaan.,0
Pelayanan kalian jelek dan lambat. Buruk sekali pelayanannya. (CV Zulkarnain Tbk),1
"Dasar goblok, balas chat lama. Buruk sekali pelayanannya.",1
Terima kasih atas respon cepat dari tim. Saya tertarik dengan portofolio perusahaan.,0
"Bangsat, masa revisi lama banget. Kalian tidak becus kerja. (CV Uyainah Prasetya Tbk)",1
Website ini sampah dan tidak berguna. Admin tidak berguna sama sekali. (Perum Yuliarti Saputra Tbk),1
Respon admin buruk sekali. Admin tidak berguna sama sekali. (PD Siregar),1
Apakah bisa request desain booth custom untuk pameran? Apakah tersedia paket untuk event kecil? (PD Nasyidah Wahyuni Tbk),0
Apakah ada promo untuk event akhir tahun? Apakah tersedia paket untuk event kecil?,0
Pelayanan sangat mengecewakan dan parah. Kalian tidak becus kerja.,1
Apakah tersedia layanan instalasi outdoor? Tolong kirimkan katalog production terbaru.,0
Respon admin buruk sekali. Admin tidak berguna sama sekali. (UD Mustofa Mardhiyah),1
Saya ingin membuat booth dengan desain minimalis. Saya tertarik dengan portofolio perusahaan. (Perum Saragih Winarno),0
Parah banget hasil produksinya. Admin tidak berguna sama sekali. (UD Mandasari Hartati (Persero) Tbk),1
"Halo admin, saya ingin bertanya mengenai layanan event. Apakah tersedia paket untuk event kecil? (Perum Yuliarti Haryanto)",0
Saya tertarik menggunakan jasa production untuk acara kampus. Saya tertarik dengan portofolio perusahaan. (PT Hutagalung Tbk),0
Parah banget hasil produksinya. Admin tidak berguna sama sekali.,1
Saya ingin konsultasi mengenai kebutuhan event perusahaan. Apakah tersedia paket untuk event kecil?,0
Saya ingin menjadwalkan meeting dengan tim production. Tolong kirimkan katalog production terbaru. (Perum Astuti Rahayu),0
Saya ingin membuat booth dengan desain minimalis. Apakah tersedia paket untuk event kecil? (CV Rajata Halimah),0
Boleh minta penawaran harga untuk produksi booth? Tolong kirimkan katalog production terbaru.,0
Saya ingin menjadwalkan meeting dengan tim production. Saya tertarik dengan portofolio perusahaan.,0
Tim kalian sangat tidak kompeten. Hasil kerja kalian jelek banget.,1
Respon admin buruk sekali. Kalian tidak becus kerja.,1
Sistem kalian bikin emosi. Saya kecewa berat dengan layanan ini. (UD Nugroho Hassanah),1
Kalian bikin acara kacau total. Hasil kerja kalian jelek banget.,1
"Dasar goblok, balas chat lama. Saya kecewa berat dengan layanan ini. (CV Firmansyah)",1
Parah banget hasil produksinya. Saya kecewa berat dengan layanan ini. (PT Farida),1
Tim kalian sangat profesional dan responsif. Saya tertarik dengan portofolio perusahaan. (UD Prasetyo Uwais),0
Berapa estimasi harga untuk backdrop ukuran besar? Saya ingin mengetahui detail layanan. (PD Budiman Mulyani),0
